TITLE,ID,URL,Topic 1,Topic 1 FIT,Topic 2,Topic 2 FIT,Assign Final T£,Topic 3 FIT
Detecting Failure: changing the way the Care Quality Commission uses big data to identify failing hospitals,e0359492-c8a1-428b-ba70-9fa37e4bf069,https://results2021.ref.ac.uk/impact/e0359492-c8a1-428b-ba70-9fa37e4bf069,30,4,29,2,26,2
Analysing and learning from healthcare complaints,e3627745-4f8a-424b-ab20-009098748215,https://results2021.ref.ac.uk/impact/e3627745-4f8a-424b-ab20-009098748215,30,4,29,3,,
Use of population-based health informatics research to improve care for patients with cardio-metabolic diseases,e66402b9-d084-415f-bba4-ee81c21b2c94,https://results2021.ref.ac.uk/impact/e66402b9-d084-415f-bba4-ee81c21b2c94,30,4,11,3,9,2
Developing and Implementing EZ Analytics: Quality improvements through data analytics of electronic medical records,9c0397cb-00ff-4b5b-9ece-ebd0a06ee98a,https://results2021.ref.ac.uk/impact/9c0397cb-00ff-4b5b-9ece-ebd0a06ee98a,30,4,29,2,,
Ensuring Robust Decision Making in Medical Applications,9c685f00-0573-47bf-b559-9679838b2561,https://results2021.ref.ac.uk/impact/9c685f00-0573-47bf-b559-9679838b2561,30,4,29,3,,
Big data to improve care and outcomes for millions of people with cardiovascular disease.,34a0c2db-0c6b-4250-b9c3-3c4a059023d0,https://results2021.ref.ac.uk/impact/34a0c2db-0c6b-4250-b9c3-3c4a059023d0,30,4,9,34,16,2
Data analytics driven modelling for healthcare management & government policy,17332d6d-ea04-47f2-83d0-e4c3512d61ac,https://results2021.ref.ac.uk/impact/17332d6d-ea04-47f2-83d0-e4c3512d61ac,30,4,29,3,34,3
Informing international regulatory policy for drug safety using cardiac electrophysiology modelling,181f454f-1f64-4a0b-b116-c0db39da3a61,https://results2021.ref.ac.uk/impact/181f454f-1f64-4a0b-b116-c0db39da3a61,30,3,6,3,,
Industrial use of mathematical models for drug safety testing,2180a5d1-1967-44f5-8479-555d22f88c9b,https://results2021.ref.ac.uk/impact/2180a5d1-1967-44f5-8479-555d22f88c9b,30,4,6,3,9,3
"VariantValidator: a novel, open-access and user-friendly software to improve genetic diagnosis",468b016b-f2a7-4c7c-aa80-c2e30600a39b,https://results2021.ref.ac.uk/impact/468b016b-f2a7-4c7c-aa80-c2e30600a39b,30,4,45,3,48,3
"The 100,000 Genomes Project: Developing New National Infrastructure for Whole-Genome Sequencing",b332ee78-40a7-44bb-9509-5f72c3f41cac,https://results2021.ref.ac.uk/impact/b332ee78-40a7-44bb-9509-5f72c3f41cac,30,4,29,3,16,2
Advancing the practice of reporting clinical outcomes in the chiropractic profession,0f547158-32ae-4d70-9d20-05aa0f3ee7ff,https://results2021.ref.ac.uk/impact/0f547158-32ae-4d70-9d20-05aa0f3ee7ff,30,3,14,3,25,2
Statistics research underpins methodological standards and design tools for efficient and informative trial of healthcare interventions,9e420851-3763-4c39-a1ad-21e2d036c499,https://results2021.ref.ac.uk/impact/9e420851-3763-4c39-a1ad-21e2d036c499,30,4,6,3,37,2
Estimating Health Opportunity Costs,f7d3d000-8000-40cf-bbd1-414a24bd9749,https://results2021.ref.ac.uk/impact/f7d3d000-8000-40cf-bbd1-414a24bd9749,30,4,37,3,29,2
Influencing the uptake and reporting of adaptive designs in clinical trials,732aa12b-3982-4fe9-aa35-5304264035e0,https://results2021.ref.ac.uk/impact/732aa12b-3982-4fe9-aa35-5304264035e0,30,3,37,2,,
Improving Clinical Trials by Innovative Statistical Design,b6d396eb-57e4-4c43-8194-c8fd45c2da66,https://results2021.ref.ac.uk/impact/b6d396eb-57e4-4c43-8194-c8fd45c2da66,30,3,37,2,,
The SF-6D: An internationally adopted measure for assessing the cost-effectiveness of healthcare interventions,bafb3790-6c6a-4de8-8e9d-c14604853455,https://results2021.ref.ac.uk/impact/bafb3790-6c6a-4de8-8e9d-c14604853455,30,4,37,3,6,2
Improving efficiency and effectiveness in patient identification for clinical trials,5598611e-18d4-421e-8410-9f89c34c265b,https://results2021.ref.ac.uk/impact/5598611e-18d4-421e-8410-9f89c34c265b,30,4,48,3,,
"Improved mapping of residential populations to target public health planning, service delivery, and development in low and middle income countries",1d0596d6-6bb4-443b-97f9-55bb7b740ee0,https://results2021.ref.ac.uk/impact/1d0596d6-6bb4-443b-97f9-55bb7b740ee0,30,3,37,3,38,3
Mobile network data for disaster relief and infectious disease control,2f9ff7a7-7317-4c40-8bae-7d491ed1e863,https://results2021.ref.ac.uk/impact/2f9ff7a7-7317-4c40-8bae-7d491ed1e863,30,4,43,3,27,2
Development and implementation of Digital Primary and Urgent Care systems within the NHS and internationally,34575836-8e0c-466f-a968-273ad233279e,https://results2021.ref.ac.uk/impact/34575836-8e0c-466f-a968-273ad233279e,30,4,29,3,,
Development and implementation of QPrediction risk tools for predicting absolute risks of disease,1bab97de-3b25-4d08-b21c-b872400f826a,https://results2021.ref.ac.uk/impact/1bab97de-3b25-4d08-b21c-b872400f826a,30,4,29,3,,
Software development for measuring dental clinical outcomes,e905a3ea-f8fa-492d-9b40-dfaec655e847,https://results2021.ref.ac.uk/impact/e905a3ea-f8fa-492d-9b40-dfaec655e847,30,3,5,2,16,2
ICS6 Technologies for Self-Management in Healthcare,0e5636ca-db29-4633-8e24-47be7fdaf070,https://results2021.ref.ac.uk/impact/0e5636ca-db29-4633-8e24-47be7fdaf070,30,4,29,3,45,3
Expert knowledge elicitation in decision-making and risk analysis,038325dd-62d6-488d-98a2-f8cb5db365f9,https://results2021.ref.ac.uk/impact/038325dd-62d6-488d-98a2-f8cb5db365f9,30,3,29,2,,
"ICS3 Digital health technologies in mental health sciences - using machine learning to enhance service design and delivery to people with mental health problems, people in suicidal crisis and people living with dementia",78e404c3-5bf3-4e3a-be33-95a4c827058e,https://results2021.ref.ac.uk/impact/78e404c3-5bf3-4e3a-be33-95a4c827058e,30,4,23,3,24,2
A Synthetic Data Generator Service for Improving Public Health and Enabling Growth in the Health-Tech Sector,c9acc693-9f69-4953-aba3-80fb8840efe1,https://results2021.ref.ac.uk/impact/c9acc693-9f69-4953-aba3-80fb8840efe1,30,4,26,4,45,2
Advancing New Assessment and Mitigation Approaches to Resolve Conflict between Protected Species and Infrastructure Development in the UK,3d1facd9-1385-411c-ac38-d928d2680549,https://results2021.ref.ac.uk/impact/3d1facd9-1385-411c-ac38-d928d2680549,74,4,,,,
Using a computer model (MORPH) for environmental decision-making to balance the needs of birds and society,e6a6dd36-b2b9-40e2-9701-e78f2efc82f3,https://results2021.ref.ac.uk/impact/e6a6dd36-b2b9-40e2-9701-e78f2efc82f3,74,4,71,3,,
"Driving rural economic and environmental sustainability through data driven, computational models",ffe9a452-9321-4f43-93e0-59a64d5e04d4,https://results2021.ref.ac.uk/impact/ffe9a452-9321-4f43-93e0-59a64d5e04d4,74,3,71,3,,
Enabling coexistence between humans and wild carnivores,e49a0e2c-161d-4a97-bb0b-2e6595fe54a4,https://results2021.ref.ac.uk/impact/e49a0e2c-161d-4a97-bb0b-2e6595fe54a4,74,4,98,2,,
Feline landscapes: shaping conservation policies and enhancing protection of threatened cat species,44b2a8a0-14c1-4629-8d96-93458860700e,https://results2021.ref.ac.uk/impact/44b2a8a0-14c1-4629-8d96-93458860700e,74,4,,,,
Genetic and biogeographic mapping of the Okapi underpins designation of a national park and elevates its status to endangered,01bdd144-5a58-4cf6-a8ce-35e9e56616b1,https://results2021.ref.ac.uk/impact/01bdd144-5a58-4cf6-a8ce-35e9e56616b1,74,4,,,,
ICS1: Improving orangutan conservation through research,588365c2-c813-476c-8cb0-1888ae0c84a5,https://results2021.ref.ac.uk/impact/588365c2-c813-476c-8cb0-1888ae0c84a5,74,4,,,,
Influencing UN conservation policy through research on chimpanzee cultures,219834e6-e187-435e-8288-7a02c70df307,https://results2021.ref.ac.uk/impact/219834e6-e187-435e-8288-7a02c70df307,74,4,,,,
Mitigating human-lion conflict through conservation policy and community-based action,0d5834ff-76d3-4e26-88b7-f7e868110b02,https://results2021.ref.ac.uk/impact/0d5834ff-76d3-4e26-88b7-f7e868110b02,74,4,,,,
Protecting flagship endangered species in Borneo,1ab7a432-3e76-45e4-9ced-16793266f681,https://results2021.ref.ac.uk/impact/1ab7a432-3e76-45e4-9ced-16793266f681,74,4,,,,
Protecting threatened birds and their habitats across the tropics,a7fba618-b7da-43af-a928-d5d60eb465e0,https://results2021.ref.ac.uk/impact/a7fba618-b7da-43af-a928-d5d60eb465e0,74,4,,,,
Range Wide Conservation for Cheetah and African Wild Dogs,e59fd9b0-92db-4312-a6c6-f92c9aca9744,https://results2021.ref.ac.uk/impact/e59fd9b0-92db-4312-a6c6-f92c9aca9744,74,4,,,,
"UoP04Orangutans: The discovery and protection of a new orangutan species, the Tapanuli orangutan, and sustaining and protecting existing orangutan species",4ae298be-e442-46e7-b7b8-d0d0542b832f,https://results2021.ref.ac.uk/impact/4ae298be-e442-46e7-b7b8-d0d0542b832f,74,4,,,,
Improving the welfare and conservation nocturnal primates,3596d641-10fe-4f9c-83e6-99e7bc6cf423,https://results2021.ref.ac.uk/impact/3596d641-10fe-4f9c-83e6-99e7bc6cf423,74,4,78,3,,
"Conservation, Education and Cultural Awareness: changing policy and public understanding of international fallow deer populations",ecf2a5ba-383e-48a1-91dc-c11219f5be9a,https://results2021.ref.ac.uk/impact/ecf2a5ba-383e-48a1-91dc-c11219f5be9a,74,4,98,2,,
Conservation research driving policy making and conservation action,5801985f-0089-4f0d-801e-a99160f17930,https://results2021.ref.ac.uk/impact/5801985f-0089-4f0d-801e-a99160f17930,74,4,,,,
Banning international trade in pangolins to prevent extinction,e3f714e0-4bbf-41a4-a52a-17ed75722282,https://results2021.ref.ac.uk/impact/e3f714e0-4bbf-41a4-a52a-17ed75722282,74,4,119,3,,
Stopping the poachers: technological solutions for rhino conservation,9a8496e1-b687-4d98-ba3c-0f1500a2eeaf,https://results2021.ref.ac.uk/impact/9a8496e1-b687-4d98-ba3c-0f1500a2eeaf,74,4,119,2,,
Improving Animal Conservation in Africa through Intelligence,35a9a9c8-33a8-4e54-8240-88af61cc77df,https://results2021.ref.ac.uk/impact/35a9a9c8-33a8-4e54-8240-88af61cc77df,74,4,119,3,,
Transforming Practice: Novel Statistical Models for Biodiversity Monitoring,fa1239b3-be1b-458c-9306-0e74a43e6a34,https://results2021.ref.ac.uk/impact/fa1239b3-be1b-458c-9306-0e74a43e6a34,74,4,73,3,,
Sustainable wildmeat harvests and rural food security in Gabon,19868a8f-d721-4a83-aea3-42546c8a973f,https://results2021.ref.ac.uk/impact/19868a8f-d721-4a83-aea3-42546c8a973f,74,4,75,2,,
"Human-wildlife interactions and co-existence: working to mitigate conflicts, internationally",585d665a-1a0d-4931-b72d-98717606b98b,https://results2021.ref.ac.uk/impact/585d665a-1a0d-4931-b72d-98717606b98b,74,4,75,2,,
Statistical methods for wildlife monitoring and conservation in the digital age,bfe5f1c8-a692-4a92-8dc2-69fbecd6dac4,https://results2021.ref.ac.uk/impact/bfe5f1c8-a692-4a92-8dc2-69fbecd6dac4,74,4,,,,
Empowering effective conservation translocations for saving species,5a123126-e935-4893-abdb-f0195ad69ea7,https://results2021.ref.ac.uk/impact/5a123126-e935-4893-abdb-f0195ad69ea7,74,4,,,,
The Barbary Macaque Project: Applying Psychology to Animal Conservation,4300479f-2b8b-4e8c-9768-791c016249c0,https://results2021.ref.ac.uk/impact/4300479f-2b8b-4e8c-9768-791c016249c0,74,4,,,,
"Exercise scientists' impact on the health, welfare and survival of critically endangered great apes: The International Primate Heart Project (IPHP)",8b0a7618-c78c-4284-8eea-0f0198c1cfff,https://results2021.ref.ac.uk/impact/8b0a7618-c78c-4284-8eea-0f0198c1cfff,74,4,78,4,,
Changing global policy and practice to improve the welfare and conservation of captive great apes,5bce3675-4b0e-428d-8a1e-9ab7f40332c4,https://results2021.ref.ac.uk/impact/5bce3675-4b0e-428d-8a1e-9ab7f40332c4,74,4,78,4,,
ICS2: Improving the outcomes of threatened species translocations,20abd62a-04e1-4a3e-88e3-e59a73567ad4,https://results2021.ref.ac.uk/impact/20abd62a-04e1-4a3e-88e3-e59a73567ad4,74,4,73,2,,
Distance sampling survey methods contribute to managing wild animal populations and quantifying biodiversity,35857ffc-04da-44a2-b6a5-61047245cbfb,https://results2021.ref.ac.uk/impact/35857ffc-04da-44a2-b6a5-61047245cbfb,74,4,,,,
"Proof and advocacy of African vulture declines drive changes to international conservation status, policy, national planning and local action",61d24cc5-1f92-4c50-b657-5c3c58807c9e,https://results2021.ref.ac.uk/impact/61d24cc5-1f92-4c50-b657-5c3c58807c9e,74,4,98,2,,
Seal population dynamics research underpins the fulfilment of statutory obligations and the sustainable management of these indicators of marine environmental health,7f25306d-537d-40da-a3a8-1c2d9d518252,https://results2021.ref.ac.uk/impact/7f25306d-537d-40da-a3a8-1c2d9d518252,74,4,71,4,,
Recovery of saiga antelope populations and international conservation policy changes,6d3c2954-ef11-4884-b39d-c241c2709c3d,https://results2021.ref.ac.uk/impact/6d3c2954-ef11-4884-b39d-c241c2709c3d,74,4,119,2,,
Protecting vultures across Asia and Europe,347c01fd-0708-4557-8996-a88fbd00703e,https://results2021.ref.ac.uk/impact/347c01fd-0708-4557-8996-a88fbd00703e,74,4,,,,
Addressing mass mortality of saiga antelopes: informing global peste des petits ruminants disease control planning and influencing legal and regulatory change,6b30a42f-7989-49bd-afb2-191c0c78cd60,https://results2021.ref.ac.uk/impact/6b30a42f-7989-49bd-afb2-191c0c78cd60,74,4,78,3,,
Improving the welfare of captive elephants through international policy and practice changes,2b3203fb-1713-4702-9833-5ca8bf338a51,https://results2021.ref.ac.uk/impact/2b3203fb-1713-4702-9833-5ca8bf338a51,74,4,78,4,,
Protecting fish from high river temperatures under climate change,9d856af7-21a3-48f6-8c7a-ada7a7f397ee,https://results2021.ref.ac.uk/impact/9d856af7-21a3-48f6-8c7a-ada7a7f397ee,74,2,71,4,73,4
The Application and Improved Functionality of Environmental DNA (eDNA) for Assessing Species Distribution in Freshwater Environments,7e7801e4-d3fb-40dd-9a0a-5b697ac2a434,https://results2021.ref.ac.uk/impact/7e7801e4-d3fb-40dd-9a0a-5b697ac2a434,74,3,73,3,71,3
Translating evidence into conservation policy and practice for bats,2804cec4-d2b4-4c5d-a506-a01ba5716f68,https://results2021.ref.ac.uk/impact/2804cec4-d2b4-4c5d-a506-a01ba5716f68,74,4,,,,
Case study 5: Development and implementation of guidance to protect wildlife during major transport infrastructure projects.,0eee3f97-ea21-414f-b5e4-5e6a19ce963a,https://results2021.ref.ac.uk/impact/0eee3f97-ea21-414f-b5e4-5e6a19ce963a,74,4,59,4,,
Transforming the detection of bat species in ecological surveys through DNA analysis: impacts on commerce and conservation,1aab2371-5b7e-4a9c-bae6-2c134bb1a0f3,https://results2021.ref.ac.uk/impact/1aab2371-5b7e-4a9c-bae6-2c134bb1a0f3,74,4,,,,
Avoiding extinction: conservation initiatives to save a critically endangered giant freshwater fish in India,1b5e13be-d0e6-49aa-af13-69e955e173af,https://results2021.ref.ac.uk/impact/1b5e13be-d0e6-49aa-af13-69e955e173af,74,4,,,,
"AudioMoth: the first open-source, low-cost, small, power-efficient and smart acoustic sensor for environmental monitoring",602221dc-0923-4165-a03f-c41b71337495,https://results2021.ref.ac.uk/impact/602221dc-0923-4165-a03f-c41b71337495,74,4,44,4,73,3
Responding to Wildlife Crime: Improving Sentencing and Enforcement Responses,512fdf2e-c831-4aa4-b20a-faa2d437a989,https://results2021.ref.ac.uk/impact/512fdf2e-c831-4aa4-b20a-faa2d437a989,74,4,119,2,,
Embedding genetic biodiversity in global conservation policies to protect endangered species,465610cc-57cc-4017-be34-0beb143d2923,https://results2021.ref.ac.uk/impact/465610cc-57cc-4017-be34-0beb143d2923,74,4,73,2,,
Pheromones as tools for insect conservation,ef4e665f-258c-44c1-9af7-86fcc29ac82d,https://results2021.ref.ac.uk/impact/ef4e665f-258c-44c1-9af7-86fcc29ac82d,74,4,73,2,,
Mathematical modelling of the UK squirrel system directs conservation and forest management policy and practice to protect endangered red squirrels,17fd2e84-6625-4756-aba4-63707ba3a7b2,https://results2021.ref.ac.uk/impact/17fd2e84-6625-4756-aba4-63707ba3a7b2,74,4,73,2,,
Impact of evolutionary biology research on community-based conservation and public awareness in Cape Verde,bee35710-1b33-4dbc-8e0d-5c86895154de,https://results2021.ref.ac.uk/impact/bee35710-1b33-4dbc-8e0d-5c86895154de,74,4,73,2,,
"Mitigation of emerging pathogens causing global amphibian declines through changes in international surveillance, biosecurity regulation and treatment of infection",d4033a39-61e5-410d-be76-71f9cc8c9068,https://results2021.ref.ac.uk/impact/d4033a39-61e5-410d-be76-71f9cc8c9068,74,4,12,3,78,3
Combatting globally emerged infectious disease threats to amphibian biodiversity,e874abf9-c23e-41b5-a1a1-bb807e0ec571,https://results2021.ref.ac.uk/impact/e874abf9-c23e-41b5-a1a1-bb807e0ec571,74,4,78,3,12,3
"Digital inequality, exclusion and inclusion",993ff972-bdfd-4e6d-8c05-693e287482a6,https://results2021.ref.ac.uk/impact/993ff972-bdfd-4e6d-8c05-693e287482a6,47,4,,,,
"Empowering Slum, Township and Rural Communities in the Developing World to Participate in and Shape the Digital Future",ff0f372f-0f5e-4c0c-abb6-af3bc0ec3d47,https://results2021.ref.ac.uk/impact/ff0f372f-0f5e-4c0c-abb6-af3bc0ec3d47,47,4,110,2,,
Enabling Better Mobile Learning for Digital Skills Development,2f75df89-3b5a-4124-b6bb-d03b514c98dd,https://results2021.ref.ac.uk/impact/2f75df89-3b5a-4124-b6bb-d03b514c98dd,47,3,99,3,110,2
Using Digital Anthropology to Shape Digital Government,3b9c43a8-3ebe-430d-aa11-272963bf2bf6,https://results2021.ref.ac.uk/impact/3b9c43a8-3ebe-430d-aa11-272963bf2bf6,47,4,113,3,,
Digitisation of tourism and hospitality marketing: towards smart ecosystems,a51c427b-4046-4caa-adb5-5a3f33cbd1e6,https://results2021.ref.ac.uk/impact/a51c427b-4046-4caa-adb5-5a3f33cbd1e6,47,2,111,2,,
Socio-Economic Impact of Increasing Citizens Participation and Engagement in Local Government Decision Making: The Case of Participatory Budgeting (EMPATIA),c5451a03-564d-45cd-b3cd-37e592981cbe,https://results2021.ref.ac.uk/impact/c5451a03-564d-45cd-b3cd-37e592981cbe,47,4,113,4,,
Digital Transformation of Public Services through Shared Platforms in the UK and Australia,c7560132-3f52-4217-87e6-a30cd42d2068,https://results2021.ref.ac.uk/impact/c7560132-3f52-4217-87e6-a30cd42d2068,47,4,113,4,,
Improving policies and practice for digital government transformation in Latin America,74c44a1f-2988-4497-b065-4196c8c8c193,https://results2021.ref.ac.uk/impact/74c44a1f-2988-4497-b065-4196c8c8c193,47,4,113,3,112,2
"Changing government economic measurement, spending and regulation",de6d85ec-7e4e-46e3-9021-04cda97f38c9,https://results2021.ref.ac.uk/impact/de6d85ec-7e4e-46e3-9021-04cda97f38c9,47,4,112,3,,
