funder,id
UKRI Joint BBSRC/ESRC,2212
Cereal Partners Worldwide (CPW),2213
Northern Ireland Department of Employment and Learning,2214
"Irish Department of Agriculture, Food & the Marine and Health Research Board",2215
"C.E.C. (FP 6), Food Quality & Safety NoE",2216
UK Food Standards Agency,2217
Invest Northern Ireland Proof of Concept scheme,2218
C.E.C. (FP 5),2219
PRS for Music Foundation,2220
British Council/Calouste Gulbenkian/Quercus Ensemble,2221
Arts Council of Northern Ireland,2222
Department of Employment and Learning Northern Ireland,2223
Department for Economy,2224
Royal Academy of Engineering/The Leverhulme Trust,2225
Association of Project Management,2226
Irish Health Research Board,2227
European Monitoring Centre for Drugs and Drug Addiction,2228
BIAL Foundation,2229
Cardiac Risk in the Young,2230
EU-Interreg NWE,2231
EU-FP7,2232
Shanghai Leading Academic Discipline,2233
EU-Interreg Atlantic Area,2234
DTI KTP,2235
UK HSE,2236
Arts & Humanities Research Council (AHRC),2237
AHRC/Arts Council England/Nesta,2238
Invest NI,2239
UK-India Education and Research Initiative (UKIERI),2240
Higher Education Authority of Ireland,2241
The Department for Employment and Learning,2242
"Irish Rugby Football Union, Cricket Ireland, and Irish Amateur Boxing Association",2243
Welsh Assembly Government,2244
Local Authorities of Liverpool City Region,2245
Sheikh Mansoor Bin Zayed Al Nahyan Global Arabian Horse Flat Racing Festival,2246
British Horse Racing Authority,2247
Racing Welfare UK,2248
The Racing Foundation,2249
Defence Science and Technology Laboratory – UK Govt,2250
British Academy of Management ,2251
University Forum for HRD ,2252
UK Department of Communities and Local Government,2253
Merseyside Fire and Rescue Service,2254
UK Department of Transport,2255
Emteq Ltd,2256
Sport England / Bury Council,2257
IMEC,2258
LSTM through Bill & Melinda Gates Foundation,2259
Defence and Security Accelerator ,2260
The University of Tokyo,2261
Liverpool John Moores University,2262
HSC,2263
Samaritans Ireland/UK,2264
National Institute of Health (NIH),2265
The Swedish Research Council,2266
University of Rochester NIEHS Environmental Health Sciences Center,2267
European Commission (Interreg NWE),2268
European Commission (FP7-PEOPLE-2013-IRSES),2269
"UK Department for Business, Energy & Industrial Strategy (via Newton Fund)",2270
Rail Safety & Standards Board,2271
European Commission (H2020-MSCA-RISE 2019),2272
European Commission (European Regional Development Fund),2273
Department for Transport (via InnovateUK – First of A Kind programme),2274
NIHR Research for Patient Benefit,2275
Cheshire Wirral Partnership NHS Foundation Trust,2276
James Place Charity,2277
Wirral Borough Council,2278
Mark McQueen Foundation Trust,2279
Alkaptonuria Society/Big Lottery,2280
EU FP7-HEALTH,2281
AKU Society/Childwick Trust,2282
Royal Liverpool and Broadgreen University Hospital Trust,2283
National Alkaptonuria Centre,2284
EU SOFIA via NAC,2285
EU-FP7-SME,2286
EU FTI,2287
EU ERDF,2288
Blackburn with Darwen Council,2289
Public Health Wales,2290
Royal Geographical Society,2291
Monash Large Research Grant,2292
MARDI,2293
NERC- Airborne Research & Survey Facility,2294
Ralph Brown Expedition Award,2295
EU Interreg,2296
EU RISE,2297
AECOM,2298
UK EPSRC,2299
EU ERC,2300
The College of Optometrists,2301
EU FP5,2302
CEC Leonardo da Vinci,2303
Alzheimer’s Association,2304
CEC-H2020,2305
SEPA,2306
AHRC-MRC ,2307
BBSRC & GSK Industry Case Partnership,2308
Rolls-Royce Plc,2309
UK Technology Strategy Board (Innovate UK),2310
Element Six,2311
Pain Relief Foundation,2312
Salford NHS Trust,2313
EU  INTERREG,2314
"NI HSC R&D office, Public Health Agency",2315
Health and Social Care Research and Development (HSC R&D),2316
European Commission / Cosmetics Europe,2317
European Commission / EFPIA,2318
Cosmetics Europe,2319
Stats Perform (Formerly Prozone Sports),2320
Economic & Social Research Council (Technology Strategy Board),2321
Manchester United FC,2322
UEFA,2323
Everton FC,2324
STFC (Science and Technology Facilities Council) ,2325
USFWS (US Fishing and Wildlife Services),2326
USFWS,2327
ISTAT (International Society of Transport Aircraft Trading) Foundation,2328
"Horizon 2020 Marie Skłodowska-Curie actions, International Training Network.",2329
CEC - Framework 7,2330
DSM Nutritional Products,2331
Northern Ireland Chest Heart and Stroke Association,2332
HSC R&D Public Health Agency,2333
Nursing Homes Ireland,2334
Macmillan Cancer Northern Ireland,2335
"Public Health Agency, Northern Ireland",2336
Burdett Trust for Nursing,2337
"HSC R&D Division, Public Health Agency, Northern Ireland",2338
"Department of Health, Social Services and Public Safety, Northern Ireland",2339
GlaxoSmithKline Research & Development Ltd,2340
European Medicines Agency,2341
Worldwide Cancer Research (previously AICR),2342
Breast Cancer Now (previously Breakthrough Breast Cancer),2343
NIHR ,2344
Abbeyfield Research Foundation,2345
Ilika,2346
3) European Union,2347
European Commission - FP7 - Cooperation only,2348
Federal Ministry of Education and Research (Germany),2349
National Institute for Health Research: Research for Patient Benefit ,2350
BASF Beauty Care Solutions,2351
AVEDA/Estee Lauder (USA),2352
Johnson & Johnson,2353
Follicum AB (Sweden),2354
Amway Inc (USA),2355
Elixir,2356
MRC/NewtonFund,2357
G3.1) Leverhulme ,2358
G3.2) Medical Research Council (MRC),2359
G3.3) European Commission (EC),2360
G3.4) Reed Foundation ,2361
"National Research, Development and Innovation Office of Hungary",2362
Hungarian Scientific Research Fund,2363
FM Global,2364
EPSRC-ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL,2365
EPSRC-ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL.,2366
Army Research Laboratory,2367
Army Research Office,2368
Craft Council,2369
European Maritime and Fisheries Fund,2370
The Chief Scientist’s Office of the Scottish NHS Executive and the Fetal Medicine Foundation,2371
West of England Academic Health Science Network,2372
Academic Health Science Network,2373
G3.1) British Council and National Council of Science and Technology (Mexico) (CONACyT),2374
G3.2) British Academy,2375
G3.3) British Council and National Council of Science and Technology (Mexico)(CONACyT),2376
G3.4) British Council ,2377
British Council (UK),2378
UK Commission for Employment and Skills,2379
North East Local Enterprise Partnership,2380
Qatar National Research Fund ,2381
Tony Elumelu Foundation,2382
Keele Academic General Practice Partnership,2383
North Staffordshire Primary Care Research Consortium,2384
Primary Care Musculoskeletal Research Consortium,2385
Arts and Humanities Research Council - AHRC,2386
UNICEF UK,2387
"Business Finland, Research Council Norway, Vinnova Sweden, Department of Science and Innovation South Africa, Minciencias Colombia, University of Sussex",2388
"UNAULA University, Medellin, Colombia",2389
Leverhume Trust (UK),2390
EPSRC/NERC,2391
European Space Agency (ESA),2392
Royal Meteorological Society,2393
BHP Billiton,2394
MASTS,2395
National Grid,2396
CANCER RESEARCH UK,2397
Lawn Tennis Association (LTA),2398
IFoA,2399
Food Standards Agency (FSA),2400
Department for Business Energy & Industrial Strategy,2401
Ivanplats Proprietary Ltd,2402
EPSRC and Zeiss,2403
British Society for Immunology (BSI),2404
G1: Innovate UK,2405
The Urology Foundation,2406
MS Society,2407
Allergan,2408
UNFPA,2409
Belgian Science Foundation,2410
UN Foundation,2411
DTI (Now Innovate UK),2412
"Airbus, Defence and Space",2413
IHPC Singapore,2414
National Centre for Research Methods,2415
"Department of Environment, Food and Rural Affairs",2416
Cancer UK,2417
Bloodwise,2418
NHS National Services Scotland,2419
Scottish Infection Research Network,2420
Lanarkshire NHS,2421
CDC Centers for Disease Control and Prevention,2422
Department of Health DOH,2423
MRC (Medical Research Council),2424
European Commission - Other,2425
CEVA Animal Health,2426
BIVG Boeringer Ingelheim Vemedica GmbH,2427
Marks and Spencer PLC,2428
G1: Cherry Marketing Institute,2429
G2: Cherry Active,2430
G3: Cherry Research Committee,2431
Dawes Trust,2432
Natural Environment Research Council ,2433
Ofgem,2434
"European Commission, DG Justice",2435
Welsh government,2436
European Union (ESF),2437
EDRF,2438
Commercial Sponsorship ,2439
Delsys Inc.,2440
DJO Global Company,2441
Medical Devices Technology International Ltd,2442
Podfo Limited,2443
TrustTECH (NHS Innovation),2444
Industrial Corporation,2445
Norwegian Association of Heart and Lung Patients,2446
FIND - Foundation for Innovative New Diagnostics,2447
Program for Appropriate Technology in Health,2448
Ministry of Health and Social Welfare (Tanzania),2449
"Department of Science and Technology, Philippines",2450
American Bus Benchmarking Group,2451
International Bus Benchmarking Group,2452
Nova Group of Metros,2453
Community of Metros,2454
Food Standards Agency ,2455
Oswaldo Cruz Foundation (Brazil),2456
PUC Rio University (Brazil),2457
Fortaleza City Council (Brazil),2458
SRHE,2459
East of England Strategic Health Authority,2460
Sanofi Aventis,2461
Pfizer ltd.,2462
G1: Ministry of Defence,2463
G2-G3: Royal British Legion ,2464
PPP Healthcare Medical Trust,2465
BUPA,2466
World Health Organization of the United Nations (WHO),2467
Australian centre for international agricultural research,2468
  Engineering and Physical Sciences Research Council (EPSRC)/ BAE Systems,2469
  Engineering and Physical Sciences Research Council (EPSRC)/ Balfour Beatty PLC,2470
  Highways England,2471
African Parks Network,2472
Prince of Wales Charitable Foundation,2473
Tusk Trust,2474
Ministry of Defence (MoD) ,2475
"Department for Environment, Food and Rural Affairs (DEFRA)",2476
1) Scottish Executive Health Department,2477
2) Chief Scientist Office,2478
2) Stroke Association,2479
National Institute for Health Research (NIHR) ,2480
Royal College of Occupational Therapy (RCOT),2481
The Logres Trust,2482
European League Against Rheumatism (EULAR),2483
Council of Allied Health Professions in Research (cahpr),2484
Royal College of Occupational Therapy (RCOT) and Public Health England (PHE) ,2485
Versus Arthritis Internship Scheme,2486
Arthritis Research UK and Medical Research Council (MRC) Joint Funding for a National Centre,2487
Chartered Governance Institute,2488
Higher Education Innovation Fund UK (HEIF),2489
EPSRC 1998-2000,2490
Cancer Research-UK,2491
British Tinnitus Association,2492
BIG Lottery Fund,2493
WellChild,2494
Teenage Cancer Trust,2495
University of Trento,2496
Hampshire County Council,2497
Sussex HEIF Impact Fund,2498
Sussex/ESRC Impact Acceleration Award ,2499
Sussex/ESRC Impact Acceleration Award,2500
Sussex/ESW HEIF Quick Boost Award,2501
 International Food Policy Research Institute through Transform Nutrition,2502
 National Academies of Science for USAID/NIH,2503
"
Scottish Government",2504
Commissioner for Children and young People Scotland,2505
Office of the Children's Commissioner,2506
Internet Watch Foundation,2507
Centre for Expertise on Child Sexual Abuse (Bernardo’s),2508
National Holocaust Centre ,2509
Organisation for Economic Co-operation and Development,2510
British Academy / Department for International Development,2511
Barnardo's,2512
UK-China Research & Innovation Partnership Fund through the Met Office Climate Science for Service Partnership (CSSP) China as part of the Newton Fund,2513
Foreign & Commonwealth Office UK,2514
City of Liverpool,2515
Electricity Supply Board Group ,2516
Innovate UK.,2517
Investment Property Forum,2518
Islington Council,2519
RICS Research Trust,2520
Sir Henry Angest Foundation,2521
Relate studentship,2522
Chronic Disease Research Foundation,2523
"KWS SEED SE (Einbeck, Germany)",2524
ISCF - Industrial Strategy Challenge Fund,2525
Buehler AG,2526
Royal Holloway University of London,2527
The Academy of Medical Sciences,2528
British Museum,2529
European Commission FP7,2530
Google Inc,2531
British Telecommunications PLC  ,2532
Empowerment Matters,2533
The Ourtree Charitable Trust,2534
Novo Nordisk,2535
Eli Lilly,2536
Centre for Endocrinology,2537
Diabetes and Research (Cedar) Charity,2538
Ulverscroft Foundation,2539
National Eye Research Centre,2540
 DVSA,2541
 Fire Service Research and Training Trust,2542
 RAC Foundation,2543
 Road Safety Trust,2544
 Stagecoach,2545
 Transport Research Laboratory,2546
DVSA,2547
Fire Service Research and Training Trust,2548
RAC Foundation,2549
Road Safety Trust,2550
Transport Research Laboratory,2551
Stagecoach,2552
AbbVie Inc,2553
Abbvie Ltd,2554
Leeds Teaching Hospitals NHS Trust,2555
Roche Product Ltd,2556
H2020-EU.3.6.1.3.,2557
DIFD/DEFRA,2558
CPRD,2559
Schneider Electric,2560
Invensys,2561
Biotechnology and Biological Sciences Research Council (BBSRC),2562
Institute of Brewing & Distilling (IBD),2563
Speyside Cooperage Ltd,2564
Tatlock & Thomson Ltd,2565
"Agence Nationale de la Recherche, Sciences Humaines et Sociales, France",2566
National Health and Medical Research Council of Australia,2567
Finnish Government Funding Agency for Technology and Innovation,2568
British Academy/Leverhulme Trust,2569
Ministry of Foreign Affairs of Finland,2570
Ministry of Foreign Affairs (Norway),2571
Royal Norwegian Embassy in Tanzania,2572
Wildlife Conservation Society,2573
European Regional Development Funding (ERDF),2574
Office for Students,2575
Higher Education Academy ,2576
TSSA,2577
The Daiwa Anglo-Japanese Foundation,2578
"Bank of England, Houblon-Norman Fund",2579
Scottish University Insight Initiative,2580
Flood Re Ltd,2581
Royal institution of chartered surveyors education trust,2582
Movember Foundation,2583
European Oncology Nursing Society,2584
Macmillan Cancer,2585
RSG Software GmbH,2586
Aimia Coalition Loyalty UK Ltd,2587
Howden Joinery,2588
West Technology Forensics Ltd,2589
NATO Cyber Defence Center of Excellence (NATO CCD COE),2590
Scottish Aquaculture Innovation Centre,2591
Scottish Enterprise ,2592
Skretting ,2593
Mars WALTHAM & Aquasense ,2594
Benchmark Animal Health,2595
The Academy of Medical Sciences ,2596
Imperial College London ,2597
Bone Cancer Research Trust,2598
Bupa Foundation,2599
Burdett Trust,2600
Dimbleby Cancer Care,2601
Mitie Energy,2602
NIHR PHR,2603
NIHR PHR Nutritional Epidemiology Programme Award,2604
